EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0.1,Neighborhood Density 2.0.1,DominantTranslation,SignBankID.1,Neighborhood Density
lunch_1,lunch,F_01_076,,5.593,1.623,0.736,27,0,5.429,1.742,0.604,14,0,,,2.323,1.536,-0.678,31,,3.725,Noun,534,1201,667,1602,,,,,,,,,Arbitrary,1,0,0,1,l,0,i,FullyOpen,0,,,Open,0,OneHanded,Straight,Head,Chin,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,23,1068,725,101,0,1245,712,1051,2010,1215,1030,0,0,1756,1790,2276,,,,,LUNCH,6,3,6,3,,LUNCH,1
lunch_2,lunch,G_02_081,,4.778,1.625,0.262,27,0,4.833,1.946,0.351,12,0,1,1,2.516,1.288,-0.762,31,,3.725,Noun,534,1235,701,1768,,,,,,,,,Arbitrary,0,0,1,2,o,0,imrp,Curved,0,0,0,Open,1,OneHanded,Straight,Head,Mouth,,1,,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,None,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,126,0,1245,1222,579,2010,1509,1694,839,1391,812,1790,2276,,,,,"EAT-NOON	",16,11,16,11,lunch,"EAT-NOON	",8
lungs,lungs,G_01_026,,3.423,1.901,-0.385,27,0,3.333,2.06,-0.533,12,0,,,4.964,1.527,0.754,28,,2.733,Noun,467,1468,1001,2035,,,,,,,,,,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Body,TorsoMid,TorsoMid,1,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,15,20,1245,1222,579,2010,1215,1694,554,1391,1756,1790,2276,,,,,,5,7,5,7,,,0
machine,machine,A_03_078,,4.72,1.458,0.371,25,0,4.8,1.474,0.438,15,0,,,1.333,2.153,-1.033,21,,3.554,Noun,601,1368,767,2636,2.61,1.36,31,-0.35,2.37,1.46,19,-0.43,Arbitrary,0,0,0,1,spread_open_e,1,imrp,Bent,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,spread_open_e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,253,2010,1215,1694,554,1391,1756,1790,2276,,,,,MACHINE,2,2,2,2,,MACHINE,2
mad,mad,F_01_084,,5.593,1.185,0.717,27,0,5.714,1.069,0.753,14,0,,,4,1.633,0.143,31,,3.762,Adjective,434,1101,667,1635,,,,,,,,,Pantomimic,0,0,0,1,5,0,imrp,FullyOpen,1,1,0,Open,0,OneHanded,Curved,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,1068,725,179,342,634,1222,1051,532,1509,1030,554,1391,1756,1790,2276,,,,,"MADup	",5,0,5,0,,"MADup	",0
magazine,magazine,A_02_076,,4.519,1.503,0.356,27,0,4.462,1.664,0.324,13,0,,,1.3,2.074,-0.817,30,,3.229,Noun,868,1468,601,1969,1.58,0.85,31,-0.88,1.63,0.83,19,-0.81,Arbitrary,0,0,0,1,bent_l,1,i,Bent,0,,,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,FingerUlnar,FingerUlnar,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,18,6,1245,712,253,2010,1215,1694,0,0,1756,1790,2276,,,,,MAGAZINE,0,0,0,0,,MAGAZINE,0
magic,magic,D_03_018,,2.538,1.14,-0.881,26,0,2.75,0.931,-0.757,16,0,,,3.652,2.009,0.292,23,,3.429,Noun,434,1468,1034,2102,3.5,1.79,26,0.23,3.28,1.81,18,0.16,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Closed,1,SymmetricalOrAlternating,None,Neutral,Neutral,,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,0,416,1222,579,532,1509,1030,554,194,812,934,2276,,,,,MAGIC,10,0,10,0,,MAGIC,0
magnet,magnet,C_03_003,,2.25,1.005,-1.272,28,0,2.25,0.931,-1.32,16,0.11,,,3.857,2.075,0.413,35,,2.149,Noun,467,801,334,1602,3.55,1.7,30,0.33,3.81,1.69,21,0.42,Arbitrary,0,0,0,1,8,1,m,Flat,1,,,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,123,415,532,1509,1694,0,0,812,1790,2276,4,2,0,-0.18,MAGNET,4,2,4,2,,MAGNET,3
magnet_2,magnet_2,K_03_066,,4.8,1.803,0.31,25,0,4.545,1.753,0.416,11,0,,,3.731,1.343,-0.149,26,MAGNET,2.149,Noun,567,1668,1101,2202,,,,,,,,,,0,0,0,1,8,1,m,Flat,1,,,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,Palm,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,1245,123,415,532,1509,1694,0,0,812,1790,2276,,,,,,1,0,1,0,,,1
magnet_3,magnet_3,K_01_026,,2.2,1.859,-1.536,27,0,1,0,-1.747,11,0.55,,,4.12,1.666,0.205,25,MAGNET,2.149,Noun,567,1535,968,2135,,,,,,,,,,0,0,0,1,horns,1,ip,FullyOpen,0,,,Closed,0,AsymmetricalDifferentHandshape,Curved,Hand,Palm,,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,634,19,1051,2010,1509,1694,0,0,1756,934,448,,,,,,1,1,1,1,,,0
magnet_4,magnet_4,K_02_009,,3.19,1.75,-0.794,25,0,2.222,1.202,-0.944,11,0.18,,,2.667,1.494,-0.503,24,MAGNET,2.149,Noun,534,1735,1201,2336,,,,,,,,,,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,FingerFront,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,41,0,1245,1222,415,532,1215,1694,554,194,812,1790,2276,,,,,,8,0,8,0,,,0
magnify_1,magnify_1,G_01_073,,3,2.075,-0.63,27,0,3.333,2.146,-0.486,12,0,1,1,5.679,1.389,1.061,28,,1.491,Noun,434,1435,1001,1969,,,,,,,,,,0,0,0,1,baby_o,1,i,Bent,0,,,Open,1,OneHanded,Straight,Head,Eye,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,43,342,1245,712,253,2010,1215,1694,0,0,812,1790,2276,,,,,,17,5,17,5,magnify,,1
magnify_2,magnify_2,K_03_089,,3.125,2.05,-0.637,25,0,2.3,1.829,-0.936,11,0.09,,,5,1.936,0.438,25,MAGNIFY,1.491,Verb,567,2035,1468,2736,,,,,,,,,,0,0,0,1,curved_l,1,i,Curved,0,,,Open,0,DominanceViolation,Straight,Head,HeadAway,HeadAway,0,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,725,179,342,1245,712,579,2010,1215,1030,0,0,1756,1790,2276,,,,,,2,0,2,0,,,1
maid,maid,G_01_044,,3.478,1.702,-0.476,27,0,4,1.563,-0.2,12,0.17,,,1.893,2.061,-0.801,28,,3.066,Noun,501,1201,701,1735,,,,,,,,,Arbitrary,0,0,0,1,horns,1,mr,Curved,0,0,0,Open,1,OneHanded,Straight,Head,Chin,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,0,1245,6,579,2010,1215,1694,839,1391,812,1790,2276,,,,,,0,1,0,1,,,1
mail,mail,D_02_019,,4.815,1.711,0.373,27,0,5.118,1.576,0.475,17,0,1,1,2.767,2.166,-0.069,30,,3.274,Noun,601,1368,767,2069,3.92,1.38,26,0.42,3.56,1.42,18,0.27,Arbitrary,0,0,1,2,a,0,t,,,,,Open,,OneHanded,None,Head,Mouth,,1,,0,a,0,t,,,,,Open,,AsymmetricalDifferentHandshape,None,Hand,FingerTip,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,126,0,416,156,0,0,1509,1694,0,0,0,1790,2276,,,,,MAILa,13,11,13,11,mail,MAILa,9
mail_2,mail_2,K_01_112,,5.259,1.228,0.645,27,0,5.091,1.3,0.823,11,0,,,1.88,1.236,-0.857,25,MAIL,3.274,Verb,601,1468,868,2169,,,,,,,,,,0,0,0,1,flat_b,1,imrp,Flat,1,0,0,Open,0,AsymmetricalSameHandshape,Curved,Hand,PalmBack,HandAway,1,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,66,298,634,1222,415,532,1509,1694,839,1391,1756,1790,2276,,,,,,7,1,7,1,,,2
mailman,mailman,F_02_082,,3.444,1.761,-0.43,27,0,2.857,1.657,-0.802,14,0,,,1.226,0.617,-0.628,31,,2.17,Noun,367,1502,1134,1935,,,,,,,,,Arbitrary,0,0,1,4,a,0,t,,,,,Open,,OneHanded,None,Head,Mouth,,1,,0,a,0,t,,,,,Open,,AsymmetricalSameHandshape,None,Hand,FingerFront,,1,a,0,a,0,t,,,,,Open,,OneHanded,None,Head,Forehead,Forehead,1,,0,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,None,Body,TorsoTop,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,35,1068,725,126,0,416,156,0,0,1509,1694,0,0,0,1790,2276,,,,,,13,11,13,11,,,9
mainstream,mainstream,J_03_037,,4.31,1.417,0.102,29,0,4.6,1.404,0.196,15,0,,,2.217,1.242,-0.28,23,mainstream (education),1.806,Adjective,400,1468,1068,1969,,,,,,,,,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,1051,2010,1509,1694,554,1391,1756,1790,448,,,,,MAINSTREAM,13,5,13,5,,MAINSTREAM,4
major,major,J_01_057,,3.9,1.768,-0.152,30,0,4.267,1.792,-0.014,15,0,,,1.167,0.482,-0.957,24,,3.728,Noun,601,1568,968,2069,,,,,,,,,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1,closed_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,94,298,1245,1222,1051,2010,1215,1694,839,1391,1756,934,2276,,,,,MAJOR,8,2,8,2,,MAJOR,4
make,make,C_01_032,,5.567,1.165,0.704,30,0,5.778,1.166,0.723,18,0,,,2.867,1.921,-0.012,30,,4.85,Verb,367,901,534,1602,1.93,1.41,30,-0.48,1.95,1.4,21,-0.52,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28,939,989,990,818,634,1222,173,2010,1509,1694,0,1391,812,934,2276,4,2,0,-0.18,MAKEstr,21,14,21,14,,MAKEstr,22
make_believe,make_believe,J_02_097,,5.3,1.685,0.686,30,0,5.667,1.175,0.793,15,0,,,2.72,1.514,-0.238,25,make believe,,Verb,601,1368,767,1869,,,,,,,,,Arbitrary,0,0,0,1,4,1,imrp,FullyOpen,0,1,0,Closed,0,OneHanded,Straight,Head,Forehead,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,107,342,1245,1222,1051,2010,1509,1694,554,1391,1756,934,2276,,,,,"MAKE-BELIEVE	",5,7,5,7,,"MAKE-BELIEVE	",7
man,man,C_01_040,,5.75,1.43,0.777,28,0,6,1.061,0.829,17,0,,,1.833,1.921,-0.524,30,,4.974,Noun,501,1068,567,1568,1.6,0.97,30,-0.69,1.71,1.06,21,-0.68,Arbitrary,0,0,1,2,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,None,Head,Forehead,,1,,0,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,None,Body,TorsoTop,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,1068,725,107,0,416,1222,1051,2010,1509,1694,554,1391,1756,1790,2276,3,2,-1,-0.17,MAN5,11,3,11,3,,MAN5,4
manage,manage,J_01_023,,3.679,1.765,-0.306,30,0,3.6,1.595,-0.404,15,0,,,1.833,1.129,-0.63,24,,3.04,Verb,534,1468,934,1935,,,,,,,,,Arbitrary,0,0,0,1,baby_o,1,i,Bent,0,,,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,baby_o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,712,253,2010,1215,1030,0,0,812,1790,2276,,,,,MANAGE,16,9,16,9,,MANAGE,12
many,many,D_03_065,,5.423,1.172,0.706,26,0,5.75,1.065,0.834,16,0,,,3.783,2.009,0.366,23,,4.263,Minor,767,1535,767,2202,2.73,1.43,26,-0.16,2.61,1.5,18,-0.18,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,1,,1,Closed,1,SymmetricalOrAlternating,None,Neutral,Neutral,,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,28,939,989,990,0,416,1222,173,532,1215,1030,0,194,812,934,2276,,,,,MANY,5,5,5,5,,MANY,1
maple,maple,H_03_064,,1.833,1.115,-1.48,28,1,2.2,1.095,-1.593,14,0.64,,,1.25,0.737,-0.965,24,,2.22,Noun,501,1401,901,2035,,,,,,,,,Arbitrary,0,0,0,1,1,0,m,Curved,1,,,Open,1,OneHanded,None,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,0,416,123,579,532,1215,1030,0,0,812,1790,2276,,,,,"MAPLE-SYRUP	",11,1,11,1,,"MAPLE-SYRUP	",2
march,march,J_01_013,,2.828,1.733,-0.805,30,0,2.571,1.697,-1.02,15,0.07,,,2.208,1.215,-0.435,24,to march,,Name,534,1435,901,2002,,,,,,,,,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,1,0,1,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,415,532,1215,1030,839,194,1756,1790,2276,,,,,PARADE,19,1,19,1,,PARADE,1
marionette,marionette,F_03_073,,1.913,1.083,-1.372,27,0,2.25,1.138,-1.21,14,0.14,1,1,5.875,1.68,0.394,32,,0.903,Noun,501,1568,1068,2002,,,,,,,,,,0,0,0,1,1,0,m,Curved,0,,,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,123,579,2010,1215,1030,0,0,812,1790,2276,,,,,MARIONETTE,37,5,37,5,puppet,MARIONETTE,3
marry,marry,F_02_007,,3.333,1.404,-0.564,27,0,3.385,1.446,-0.563,14,0.07,,,4.258,1.807,0.098,31,,3.726,Verb,334,1235,901,1735,,,,,,,,,,0,0,0,1,spread_open_e,1,imrp,Bent,1,1,1,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,spread_open_e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,253,532,1509,1694,554,194,1756,1790,2276,,,,,MARRY,0,0,0,0,,MARRY,0
mascara,mascara,D_01_071,,2.769,1.681,-0.734,26,0,2.75,1.949,-0.775,16,0,1,1,5.667,2.025,1.342,36,,1.813,Noun,601,1668,1068,2135,6.5,0.71,26,1.74,6.39,0.78,18,1.72,,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,None,Head,Eye,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,43,342,416,712,1051,2010,1215,1030,0,0,1756,934,2276,,,,,MASCARA,62,0,62,0,mascara,MASCARA,0
massage,massage,H_01_100,,3.185,1.665,-0.61,28,0,3.286,1.939,-0.518,14,0,,,5.35,1.631,0.888,20,,2.753,Verb,400,1702,1301,2269,,,,,,,,,Pantomimic,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,579,532,1215,1030,554,194,1756,1790,2276,,,,,,17,0,17,0,,,0
match,match,D_01_050,,4.111,1.368,-0.033,27,0,4.375,1.455,0.09,16,0,,,3.571,2.025,0.282,35,,3.402,Verb,534,1468,934,2035,2.77,1.42,26,-0.15,2.5,1.43,18,-0.25,Arbitrary,0,0,0,1,spread_open_e,1,imrp,Bent,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,spread_open_e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,939,989,990,818,1245,1222,253,2010,1509,1694,554,1391,1756,1790,2276,,,,,MATCH,2,1,2,1,,MATCH,2
math,math,A_03_027,,5.32,1.749,0.696,25,0,5.267,1.71,0.693,15,0,,,1.476,2.153,-0.966,21,,2.923,Noun,300,834,534,1068,1.19,0.4,31,-1.1,1.21,0.42,19,-1.03,Arbitrary,1,0,0,1,flat_m,1,imrp,Flat,0,0,0,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,flat_m,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,415,2010,1215,1694,839,1391,812,934,2276,,,,,MATH,0,0,0,0,,MATH,1
maybe,maybe,B_03_022,,6.04,1.274,0.843,25,0,6.357,1.008,0.984,14,0,,,5.867,1.948,1.55,30,,4.674,Adverb,501,934,434,1802,3.26,1.57,31,0.19,3.23,1.48,22,0.22,,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,1222,1051,2010,1215,1030,839,1391,1756,1790,2276,5,2,1,-0.21,MAYBE,41,37,41,37,,MAYBE,37
mcdonalds_2,mcdonalds,C_01_035,,2.259,1.534,-1.223,27,0,2.688,1.74,-1.078,16,0.11,,,5.267,1.921,1.22,30,,,Name,300,1235,934,1969,3.36,1.59,30,0.26,3.26,1.59,21,0.14,,1,0,0,1,flat_m,1,imrp,Flat,0,0,0,Closed,1,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,93,1222,415,2010,1509,1030,839,1391,812,934,2276,4,1,0,-0.21,MCDONALDS,0,0,0,0,,MCDONALDS,0
me,me,B_01_068,,6.76,0.597,1.302,25,0,6.929,0.267,1.335,14,0,,,7,2.016,2.123,27,,5.673,Minor,334,667,334,1335,6.1,1.78,31,1.75,6,1.95,22,1.73,Pantomimic,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Straight,Body,TorsoTop,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,1068,256,87,0,1245,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,,0,9,0,9,,,1
mea_culpa,mea_culpa,K_03_048,,4.318,2.033,-0.005,25,0,3.333,1.658,-0.4,11,0.18,0,0,1.462,0.859,-1.207,26,MY FAULT,,,667,1468,801,2069,,,,,,,,,,0,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,AsymmetricalDifferentHandshape,Straight,Hand,Other,Other,1,C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,67,20,1245,1222,173,2010,1509,1694,0,1391,812,934,2276,,,,,,17,0,17,0,mea_culpa,,0
